word,pos
ကပ္ပလီ,နာမ်
ကပ်ပါး,နာမ်
ကပ်ပါးရပ်ပါး,နာမ်
ကပ္ပိ,ကြိယာ
ကပ္ပိယ,နာမ်
ကပ္ပိယကာရက,နာမ်
ကပ္ပိယဝတ္ထု,နာမ်
ကပ္ပီတန်,နာမ်
ကပ္ပဋ္ဌီတိ,နာမ်
ကပ်ပယ်,နာမ်
ကပ်ပြုမိုး,နာမ်
ကပ်မြှောင်,ကြိယာ
ကပ်ရောဂါ,နာမ်
ကပ်ရပ်,ကြိယာ
ကပ်လှူ,ကြိယာ
ကုပ်,ကြိယာ [ အရပ် ]
ကုပ်,နာမ်
ကုပ်ကမြင်း,နာမ်
ကုပ်ကရူး,နာမ်
ကုပ်ကလူ,နာမ်
ကုပ်ကလောင်,နာမ်
ကုပ်ကုပ်ရုပ်ရုပ်,ကြိယာဝိသေသန
ကုပ်ကျစ်,ကြိယာ
ကုပ်ချောင်းချောင်း,ကြိယာဝိသေသန
ကုပ်ဆက်,နာမ်
ကုပ်နှိပ်,ကြိယာ
ကုပ်နှိပ်ကြိုး,နာမ် [လှည်း]
ကုပ်ပိုး,နာမ်
ကုပ်သလုပ်,နာမ်
ကုပ်အိမ်,နာမ်
ကုဗ္ဘီး,နာမ်
ကမ္ပလွေ,နာမ်
ကမ္ပည်း,နာမ်
ကမ္ပတ်,နာမ်
ကမ္ပတ်သီး,နာမ်
ကမ္ဗလာ,နာမ်
ကမ္ဗလာ,နာမ်
ကမ္ဘာ,နာမ် [ သိပ္ပံ ]
ကမ္ဘာနာ,နာမ်
ကမ္ဘာပြုမိုး,နာမ်
ကမ္ဘာလေးရပ်,နာမ် [ဓမ္မသတ်]
ကမ္ဘာ့ရက်သတ်မျဉ်း,နာမ်
ကမ္မဇရုပ်,နာမ်
ကမ္မဇလေ,နာမ်
ကမ္မဇိဒ္ဓိ,နာမ်
ကမ္မဝါ,နာမ်
ကမ္မဝဋ်,နာမ်
ကမ္မသကာ,ကြိယာဝိသေသန
ကမ္မဋ္ဌာန်း,နာမ်
ကမ်း,နာမ်
ကမ်း,ကြိယာ
ကမ်းကုန်,ကြိယာ
ကမ်းခြေ,နာမ်
ကမ်းစပ်,နာမ်
ကမ်းတက်,ကြိယာ
ကမ်းနား,နာမ်
ကမ်းပါး,နာမ်
ကမ်းပြိုထိုး,ကြိယာ
ကမ်းမြောင်ဒေသ,နာမ်
ကမ်းယံ,နာမ်
ကမ်းယပ်,နာမ်
ကမ်းရိုးတန်း,နာမ်
ကမ်းလွန်ပင်လယ်,နာမ်
ကမ်းလှမ်း,ကြိယာ
ကုမ္ပဏီ,နာမ်
ကုမ္ဘဏ်,နာမ်
ကုမ္မာရီ,နာမ်
ကုံ,နာမဝိသေသန
ကုံ,နာမ်
ကုံကုမံ,နာမ်
ကုံကယ်,ကြိယာ [ ရှေး ]
ကုံင,နာမဝိသေသန [ ရှေး ]
ကုံတွင်,ကြိယာ
ကုံထံ,နာမဝိသေသန [ ရှေး ]
ကုံလုံ,နာမဝိသေသန [ ရှေး ]
ကုံး,ကြိယာ
ကုံးကျင်,နာမ်
ကုံးစပ်ထဘီ,နာမ်
ကယ်,ကြိယာ
ကယ်,ကြိယာ
ကယ်ဆယ်,ကြိယာ
ကယ်တင်,ကြိယာ
ကယ်ပါ,နာမ် [ ခေတ်ကုန် ]
ကယ်လောင်း,နာမ် [ ရှေး ]
ကိုယ်,နာမ်
ကိုယ်,နာမ်စား [ အပြော ]
ကိုယ်ကျိုးနည်း,ကြိယာ
ကိုယ်ကျိုးရှာ,ကြိယာ
ကိုယ်ကျင့်တရား,နာမ်
ကိုယ်ခံ,နာမ်
ကိုယ်ခံပညာ,နာမ်
ကိုယ်ချင်းစာ,ကြိယာ
ကိုယ်ခွဲ,နာမ်
ကိုယ်စား,နာမ်
ကိုယ်စားလှယ်,နာမ်
ကိုယ်စီကိုယ်င,ကြိယာဝိသေသန
ကိုယ်စွမ်းကိုယ်စ,နာမ်
ကိုယ်တိုင်,ကြိယာဝိသေသန
ကိုယ်တိုင်ကိုယ်ကျ,ကြိယာဝိသေသန
ကိုယ်တိုင်ကိုယ်ကြပ်,ကြိယာဝိသေသန
ကိုယ်တွေ့,နာမ်
ကိုယ်ထိလက်ရောက်,ကြိယာဝိသေသန
ကိုယ်ထီးကျန်,ကြိယာ
ကိုယ်ထူကိုယ်ထ,ကြိယာဝိသေသန
ကိုယ်ထူး,ကြိယာဝိသေသန
ကိုယ်ထူးကိုယ်ချွန်,ကြိယာဝိသေသန
ကိုယ်ထင်ပြ,ကြိယာ
ကိုယ်ထည်,နာမ်
ကိုယ်နေကိုယ်ဟန်,နာမ်
ကိုယ်ပူ,ကြိယာ
ကိုယ်ပိုင်,နာမ်
ကိုယ်ပိုင်အုပ်ချုပ်ရေး,နာမ်
ကိုယ်ပစ်လက်ပစ်,ကြိယာဝိသေသန
ကိုယ်ဖိရင်ဖိ,ကြိယာဝိသေသန
ကိုယ်ယောင်ပြ,ကြိယာ
ကိုယ်ယောင်ဖျောက်,ကြိယာ
ကိုယ်ရေးကိုယ်တာ,နာမ်
ကိုယ်ရေးမှတ်တမ်း,နာမ်
ကိုယ်ရေးရာဇဝင်,နာမ်
ကိုယ်ရေးအရာရှိ,နာမ်
ကိုယ်ရောစိတ်ပါ,ကြိယာဝိသေသန
ကိုယ်ရံကြီး,နာမ်
ကိုယ်ရံတော်,နာမ်
ကိုယ်ရင့်တတူ,ကြိယာဝိသေသန
ကိုယ်ရောင်ကိုယ်ဝါ,နာမ်
ကိုယ်ရည်သွေး,ကြိယာ
ကိုယ်ရုံ,နာမ်
ကိုယ်ရှိန်သတ်,ကြိယာ
ကိုယ်လေးလက်ဝန်,နာမ်
ကိုယ်လက်နှီးနှော,ကြိယာ
ကိုယ်လက်သုတ်သင်,ကြိယာ
ကိုယ်လုပ်,နာမ်
ကိုယ်လုပ်တော်,နာမ်
ကိုယ်လုံးကိုယ်ပေါက်,နာမ်
ကိုယ်လွတ်ရုန်း,ကြိယာ
ကိုယ်လွတ်လက်လွတ်,ကြိယာဝိသေသန
ကိုယ်ဝန်,နာမ်
ကိုယ်ဝန်ဆောင်,ကြိယာ
ကိုယ်ဝန်ဆောင်,နာမ်
ကိုယ့်ကိုယ်ကိုယ်,နာမ်စား
ကိုယ့်မင်းကိုယ့်ချင်း,နာမ်
ကဿပ,နာမ်
ကျ,ကြိယာ
ကျ,ပစ္စည်း
ကျကျောက်,နာမ်
ကျခံ,ကြိယာ
ကျဆုံး,ကြိယာ
ကျန,ကြိယာ
ကျနေ,နာမ်
ကျပန်း,ကြိယာဝိသေသန
ကျဗဟုံး,နာမ်
ကျဗဟုံး,နာမ်
ကျလူ,နာမ်
ကျသင့်,ကြိယာ
ကျာပွတ်,နာမ်
ကျား,နာမ်
ကျား,နာမဝိသေသန
ကျား,နာမ်
ကျား,နာမ်
ကျား,နာမ်
ကျားကုတ်ကျားခဲ,ကြိယာဝိသေသန [ ဥပစာ ]
ကျားကျားလျားလျား,ကြိယာဝိသေသန
ကျားကြီးဆည်,နာမ်
ကျားထိုး,ကြိယာ
ကျားနာ,နာမ် [ ဥပစာ ]
ကျားပါးစပ်,နာမ်
ကျားပိန်တွယ်,ကြိယာဝိသေသန [ ဥပစာ ]
ကျားမော့,နာမ်
ကျားမျက်လုံး,နာမ်
ကျားလက်သည်း,နာမ်
ကျားလိုက်တုတ်ခုတ်,ကြိယာဝိသေသန [ ဥပစာ ]
ကျားလျှာ,နာမ်
ကျားသားမိုးကြိုး,အာ
ကျားသစ်,နာမ်
ကျိ,နာမဝိသေသန
ကျိ,နာမဝိသေသန
ကျိကျိတက်,ကြိယာဝိသေသန
ကျိကျူး,ကြိယာ [ ရှေး ]
ကျီ,နာမ်
ကျီ,ကြိယာ
ကျီစား,ကြိယာ
ကျီစယ်,ကြိယာ
ကျီး,နာမ်
ကျီးကန်း,နာမ်
ကျီးကန်းတောင်းမှောက်,ကြိယာဝိသေသန
ကျီးကန်းပါးစပ်,နာမ်
ကျီးခြေ,နာမ်
ကျီးစောင့်ကြက်နှင်,နာမ်
ကျီးနှင့်ဖုတ်ဖုတ်,ကြိယာဝိသေသန [ ဥပစာ ]
ကျီးပေါင်း,နာမ်
ကျီးပေါင်းတက်,ကြိယာ
ကျီးပြို,ကြိယာ
ကျီးမနားထန်းရွက်,နာမ်
ကျီးမနိုးပွဲ,နာမ်
ကျီးရန်း,နာမ်
ကျီးလန့်စာစား,ကြိယာဝိသေသန
ကျီးသာ,ကြိယာ
ကျီးအ,နာမ်
ကျီးအာ,နာမ်
ကျီးအက်,နာမ်
ကျူ,နာမ်
ကျူ,ကြိယာ
ကျူကပိုင်,နာမ်
ကျူကျူပါအောင်,ကြိယာဝိသေသန
ကျူတံ,နာမ်
ကျူလယာဆိုင်,နာမ်
ကျူး,ကြိယာ
ကျူး,ကြိယာ
ကျူး,နာမ်
ကျူးကျော်,ကြိယာ
ကျူးရင့်,ကြိယာ
ကျူးလွန်,ကြိယာ
ကျေ,ကြိယာ
ကျေကုံ,ကြိယာ
ကျေချမ်း,ကြိယာ
ကျေညက်,ကြိယာ
ကျေနပ်,ကြိယာ
ကျေပ,ကြိယာ
ကျေပျောက်,ကြိယာ
ကျေပွန်,ကြိယာ
ကျေလည်,ကြိယာ
ကျေအေး,ကြိယာ
ကျေး,နာမ်
ကျေး,နာမ်
ကျေးကုလား,နာမ်
ကျေးကျုတ်,နာမ်
ကျေးကျွန်,နာမ်
ကျေးငှက်,နာမ်
ကျေးစေတိုင်,နာမ်
ကျေးစွပ်,ကြိယာ
ကျေးဇူး,နာမ်
ကျေးဇူးကန်း,ကြိယာ
ကျေးဇူးခံကျေးဇူးစား,နာမ်
ကျေးဇူးတင်,ကြိယာ
ကျေးဇူးပြု,ကြိယာ
ကျေးဇူးရှင်,နာမ်
ကျေးတမာ,နာမ်
ကျေးတော,နာမ်
ကျေးနှုတ်,နာမ်
ကျေးဖောင်းကား,နာမ်
ကျေးမြီး,နာမ်
ကျေးလက်,နာမ်
ကျေးသား,နာမ်
ကျေးသန္တာ,နာမ်
ကျဲ,နာမဝိသေသန
ကျဲကျဲတောက်,ကြိယာဝိသေသန
ကျဲတောက်တောက်,ကြိယာဝိသေသန
ကျော,နာမ်
ကျော,ကြိယာ
ကျော,နာမဝိသေသန
ကျောကုန်း,နာမ်
ကျောခင်း,ကြိယာ
ကျောခိုင်း,ကြိယာ [ ဥပစာ ]
ကျောခိုင်းနံစပ်,ကြိယာဝိသေသန
ကျောချမ်း,ကြိယာ [ ဥပစာ ]
ကျောငွေ,နာမ်
ကျောစည်း,ကြိယာ [ ရှေး ]
ကျောထောက်နောက်ခံ,နာမ်
ကျောပူခေါင်းပူ,နာမ်
ကျောပေး,ကြိယာ
ကျောပိုး,ကြိယာ
ကျောမွဲ,နာမ် [ ဥပစာ ]
ကျောရိုး,နာမ်
ကျော့,ကြိယာ
ကျော့ကျည်း,ကြိယာဝိသေသန [ ရှေး ]
ကျော့ကွင်း,နာမ်
ကျော်,နာမဝိသေသန
ကျော်,ကြိယာ
ကျော်ကြား,နာမဝိသေသန
ကျော်စော,နာမဝိသေသန
ကျော်စံကေး,နာမ်
ကျော်နင်း,ကြိယာ
ကျော်ပလွေ,နာမ်
ကျော်လေးပါး,နာမ်
ကျော်လွှား,ကြိယာ
ကျံ,ကြိယာ
ကျံကျံ,ကြိယာဝိသေသန
ကျို,ကြိယာ
ကျို့,ကြိယာ
ကျိုး,ကြိယာ
ကျိုးကျည်,ကြိယာဝိသေသန [ ရှေး ]
ကျိုးကျွန်,ပစ္စည်း
ကျိုးတိုးကျဲတဲ,ကြိယာဝိသေသန
ကျိုးနွံ,ကြိယာ
ကျက်,ကြိယာ
ကျက်,ကြိယာ
ကျက်စား,ကြိယာ
ကျက်မိ,ကြိယာ
ကျက်သရေ,နာမ်
ကျက်သရေခန်း,နာမ်
ကျောက်,နာမ်
ကျောက်,နာမ်
ကျောက်,ကြိယာ
ကျောက်ကာထည်,နာမ်
ကျောက်ကိုက်,ကြိယာ
ကျောက်ကုန်း,နာမ်
ကျောက်ကျော,နာမ်
ကျောက်ကြီး,နာမ်
ကျောက်ခက်,နာမ်
